0.0033333333333333335,199.9
0.006666666666666667,206.7
0.01,217.7
0.013333333333333334,182.5
0.016666666666666666,195.5
0.02,230.6
0.023333333333333334,225.9
0.02666666666666667,225.4
0.03,236.1
0.03333333333333333,207.0
0.03666666666666667,222.7
0.04,205.0
0.043333333333333335,190.3
0.04666666666666667,219.1
0.05,218.3
0.05333333333333334,221.4
0.056666666666666664,228.8
0.06,203.7
0.06333333333333334,233.9
0.06666666666666667,198.2
0.07,215.5
0.07333333333333333,213.3
0.07666666666666666,220.3
0.08,203.7
0.08333333333333333,183.3
0.08666666666666667,164.5
0.09,161.1
0.09333333333333334,186.3
0.09666666666666666,205.7
0.1,225.1
0.10333333333333333,214.3
0.10666666666666667,226.2
0.11,229.2
0.11333333333333333,227.5
0.11666666666666667,225.8
0.12,224.7
0.12333333333333334,215.7
0.12666666666666668,239.0
0.13,226.0
0.13333333333333333,201.7
0.13666666666666666,196.8
0.14,229.4
0.14333333333333334,220.7
0.14666666666666667,228.0
0.15,216.0
0.15333333333333332,233.4
0.15666666666666668,223.2
0.16,212.3
0.16333333333333333,228.6
0.16666666666666666,227.6
